Place_Name,Category,City,Price,Rating,Type,is_holiday,holiday_type,Low_Days,Medium_Days,High_Days,Weather_Suitability,Ideal_Duration,Meal_Type,Latitude,Longitude,Open_Hour,Close_Hour,Time_Slot
ibis Semarang Simpang Lima,Hotel,Semarang,578562,4.2,Lodging,No,-,"Monday, Tuesday","Wednesday, Thursday, Friday","Saturday, Sunday","Sunny, Cloudy, Rainy",0,None,-6.9867697,110.4228303,08:00:00,17:00:00,Morning
Whiz Hotel Pemuda Semarang,Hotel,Semarang,1324291,4.2,Lodging,No,-,"Monday, Tuesday","Wednesday, Thursday, Friday","Saturday, Sunday","Sunny, Cloudy, Rainy",0,None,-6.977969,110.415117,09:00:00,18:00:00,Morning
Hotel NEO Candi Simpang Lima - Semarang,Hotel,Semarang,762316,4.3,Lodging,No,-,"Monday, Tuesday","Wednesday, Thursday, Friday","Saturday, Sunday","Sunny, Cloudy, Rainy",0,None,-7.004878000000001,110.413186,09:00:00,18:00:00,Morning
Pandanaran Hotel Simpang Lima,Hotel,Semarang,530279,4.4,Lodging,No,-,"Monday, Tuesday","Wednesday, Thursday, Friday","Saturday, Sunday","Sunny, Cloudy, Rainy",0,None,-6.986611799999999,110.4155964,07:00:00,19:00:00,Morning
Hotel Ciputra Semarang managed by Swiss-Belhotel International,Hotel,Semarang,1243576,4.8,Lodging,No,-,"Monday, Tuesday","Wednesday, Thursday, Friday","Saturday, Sunday","Sunny, Cloudy, Rainy",0,None,-6.9891319,110.4235898,08:00:00,16:00:00,Morning
Gumaya Tower Hotel,Hotel,Semarang,962556,4.7,Lodging,No,-,"Monday, Tuesday","Wednesday, Thursday, Friday","Saturday, Sunday","Sunny, Cloudy, Rainy",0,None,-6.9777345,110.4204956,08:00:00,20:00:00,Morning
Hotel Olympic,Hotel,Semarang,1056297,4.1,Lodging,No,-,"Monday, Tuesday","Wednesday, Thursday, Friday","Saturday, Sunday","Sunny, Cloudy, Rainy",0,None,-6.9748914,110.4136394,10:00:00,17:00:00,Morning
Metro Park View Hotel,Hotel,Semarang,1031451,4.5,Lodging,No,-,"Monday, Tuesday","Wednesday, Thursday, Friday","Saturday, Sunday","Sunny, Cloudy, Rainy",0,None,-6.971200199999999,110.4232794,10:00:00,20:00:00,Morning
City One Hotel Semarang,Hotel,Semarang,1269739,4.0,Lodging,No,-,"Monday, Tuesday","Wednesday, Thursday, Friday","Saturday, Sunday","Sunny, Cloudy, Rainy",0,None,-7.005507,110.4428989,07:00:00,17:00:00,Morning
Patra Semarang Hotel & Convention,Hotel,Semarang,1048876,4.5,Lodging,No,-,"Monday, Tuesday","Wednesday, Thursday, Friday","Saturday, Sunday","Sunny, Cloudy, Rainy",0,None,-7.012354299999999,110.4202673,10:00:00,20:00:00,Morning
Hotel Grasia Syariah Semarang,Hotel,Semarang,1142112,4.3,Lodging,No,-,"Monday, Tuesday","Wednesday, Thursday, Friday","Saturday, Sunday","Sunny, Cloudy, Rainy",0,None,-7.005110200000001,110.4097808,07:00:00,17:00:00,Morning
Hotel Santika Premiere Semarang,Hotel,Semarang,746134,4.5,Lodging,No,-,"Monday, Tuesday","Wednesday, Thursday, Friday","Saturday, Sunday","Sunny, Cloudy, Rainy",0,None,-6.9886287,110.4209317,09:00:00,16:00:00,Morning
Amaris Hotel Pemuda - Semarang,Hotel,Semarang,635609,4.3,Lodging,No,-,"Monday, Tuesday","Wednesday, Thursday, Friday","Saturday, Sunday","Sunny, Cloudy, Rainy",0,None,-6.9806902,110.4135354,10:00:00,18:00:00,Morning
Grand Candi Hotel,Hotel,Semarang,518015,4.4,Lodging,No,-,"Monday, Tuesday","Wednesday, Thursday, Friday","Saturday, Sunday","Sunny, Cloudy, Rainy",0,None,-7.016337,110.4226915,09:00:00,18:00:00,Morning
Hotel Dafam Semarang,Hotel,Semarang,1301364,4.3,Lodging,No,-,"Monday, Tuesday","Wednesday, Thursday, Friday","Saturday, Sunday","Sunny, Cloudy, Rainy",0,None,-6.979702000000001,110.4119873,07:00:00,16:00:00,Morning
Hotel @HOM Semarang by Horison,Hotel,Semarang,1147031,4.4,Lodging,No,-,"Monday, Tuesday","Wednesday, Thursday, Friday","Saturday, Sunday","Sunny, Cloudy, Rainy",0,None,-6.988865999999999,110.4196048,09:00:00,17:00:00,Morning
Nozz Hotel,Hotel,Semarang,876664,3.9,Lodging,No,-,"Monday, Tuesday","Wednesday, Thursday, Friday","Saturday, Sunday","Sunny, Cloudy, Rainy",0,None,-6.9796057,110.3968964,08:00:00,16:00:00,Morning
Muria Hotel,Hotel,Semarang,536572,4.1,Lodging,No,-,"Monday, Tuesday","Wednesday, Thursday, Friday","Saturday, Sunday","Sunny, Cloudy, Rainy",0,None,-6.9780608,110.4350414,07:00:00,16:00:00,Morning
OYO Life 2833 Kost Harmony,Hotel,Semarang,859883,3.8,Lodging,No,-,"Monday, Tuesday","Wednesday, Thursday, Friday","Saturday, Sunday","Sunny, Cloudy, Rainy",0,None,-6.9839144,110.3697512,10:00:00,18:00:00,Morning
OYO 2409 Safara Guesthouse,Hotel,Semarang,174077,4.3,Lodging,No,-,"Monday, Tuesday","Wednesday, Thursday, Friday","Saturday, Sunday","Sunny, Cloudy, Rainy",0,None,-6.995166599999999,110.3669981,09:00:00,16:00:00,Morning
RedDoorz near Ahmad Yani Airport,Hotel,Semarang,638060,4.4,Lodging,No,-,"Monday, Tuesday","Wednesday, Thursday, Friday","Saturday, Sunday","Sunny, Cloudy, Rainy",0,None,-6.9889187,110.3850597,09:00:00,20:00:00,Morning
Innupin Basecamp Semarang,Hotel,Semarang,981181,4.2,Lodging,No,-,"Monday, Tuesday","Wednesday, Thursday, Friday","Saturday, Sunday","Sunny, Cloudy, Rainy",0,None,-6.985131599999999,110.3748473,08:00:00,18:00:00,Morning
Hotel Tugu Indah,Hotel,Semarang,1075398,4.0,Lodging,No,-,"Monday, Tuesday","Wednesday, Thursday, Friday","Saturday, Sunday","Sunny, Cloudy, Rainy",0,None,-6.9860076,110.3573985,08:00:00,18:00:00,Morning
View Hills Homestay,Hotel,Semarang,556488,3.7,Lodging,No,-,"Monday, Tuesday","Wednesday, Thursday, Friday","Saturday, Sunday","Sunny, Cloudy, Rainy",0,None,-6.99972,110.352201,07:00:00,17:00:00,Morning
Kos Wologito Residence 49B,Hotel,Semarang,912346,4.5,Lodging,No,-,"Monday, Tuesday","Wednesday, Thursday, Friday","Saturday, Sunday","Sunny, Cloudy, Rainy",0,None,-6.994491099999998,110.3742216,08:00:00,16:00:00,Morning
Airy Eco Syariah Semarang Barat Abdul Rahman Saleh 89A,Hotel,Semarang,598921,3.1,Lodging,No,-,"Monday, Tuesday","Wednesday, Thursday, Friday","Saturday, Sunday","Sunny, Cloudy, Rainy",0,None,-6.992375700000001,110.3794612,07:00:00,18:00:00,Morning
The Azana Hotel Airport,Hotel,Semarang,1166073,4.5,Lodging,No,-,"Monday, Tuesday","Wednesday, Thursday, Friday","Saturday, Sunday","Sunny, Cloudy, Rainy",0,None,-6.984813,110.3848972,07:00:00,19:00:00,Morning
Hotel Fovere Bandara Semarang by Conary,Hotel,Semarang,560718,3.6,Lodging,No,-,"Monday, Tuesday","Wednesday, Thursday, Friday","Saturday, Sunday","Sunny, Cloudy, Rainy",0,None,-6.967403999999999,110.390186,07:00:00,20:00:00,Morning
Hanoman Indah Hotel,Hotel,Semarang,1402436,4.3,Lodging,No,-,"Monday, Tuesday","Wednesday, Thursday, Friday","Saturday, Sunday","Sunny, Cloudy, Rainy",0,None,-6.9845409,110.3719341,07:00:00,18:00:00,Morning
Sri mul yani,Hotel,Semarang,511449,0.0,Lodging,No,-,"Monday, Tuesday","Wednesday, Thursday, Friday","Saturday, Sunday","Sunny, Cloudy, Rainy",0,None,-6.973114799999999,110.344209,09:00:00,20:00:00,Morning
Kost Bu isti Berkah,Hotel,Semarang,687275,5.0,Lodging,No,-,"Monday, Tuesday","Wednesday, Thursday, Friday","Saturday, Sunday","Sunny, Cloudy, Rainy",0,None,-6.971451600000002,110.3398179,09:00:00,18:00:00,Morning
kost mb Rini 99,Hotel,Semarang,908328,0.0,Lodging,No,-,"Monday, Tuesday","Wednesday, Thursday, Friday","Saturday, Sunday","Sunny, Cloudy, Rainy",0,None,-6.971451600000002,110.3398179,07:00:00,20:00:00,Morning
Kos Dik EL,Hotel,Semarang,812735,5.0,Lodging,No,-,"Monday, Tuesday","Wednesday, Thursday, Friday","Saturday, Sunday","Sunny, Cloudy, Rainy",0,None,-6.971451600000002,110.3398179,07:00:00,20:00:00,Morning
Kost fatkhur,Hotel,Semarang,879134,0.0,Lodging,No,-,"Monday, Tuesday","Wednesday, Thursday, Friday","Saturday, Sunday","Sunny, Cloudy, Rainy",0,None,-6.971451600000002,110.3398179,10:00:00,17:00:00,Morning
PT. BUMI RAYA PERKASA NUSANTARA,Hotel,Semarang,992412,0.0,Lodging,No,-,"Monday, Tuesday","Wednesday, Thursday, Friday","Saturday, Sunday","Sunny, Cloudy, Rainy",0,None,-6.9713535,110.3397471,08:00:00,17:00:00,Morning
Pak Agus kos,Hotel,Semarang,925486,0.0,Lodging,No,-,"Monday, Tuesday","Wednesday, Thursday, Friday","Saturday, Sunday","Sunny, Cloudy, Rainy",0,None,-6.9732097,110.3385288,09:00:00,16:00:00,Morning
Kost SM Barokah 1,Hotel,Semarang,740509,5.0,Lodging,No,-,"Monday, Tuesday","Wednesday, Thursday, Friday","Saturday, Sunday","Sunny, Cloudy, Rainy",0,None,-6.974029999999999,110.3390726,08:00:00,16:00:00,Morning
.,Hotel,Semarang,596537,4.0,Lodging,No,-,"Monday, Tuesday","Wednesday, Thursday, Friday","Saturday, Sunday","Sunny, Cloudy, Rainy",0,None,-6.973812499999999,110.3385625,09:00:00,18:00:00,Morning
Quest Hotel Simpang Lima Semarang,Hotel,Semarang,947913,4.4,Lodging,No,-,"Monday, Tuesday","Wednesday, Thursday, Friday","Saturday, Sunday","Sunny, Cloudy, Rainy",0,None,-6.97819,110.423082,08:00:00,16:00:00,Morning
Novotel Semarang,Hotel,Semarang,622363,4.5,Lodging,No,-,"Monday, Tuesday","Wednesday, Thursday, Friday","Saturday, Sunday","Sunny, Cloudy, Rainy",0,None,-6.978715800000001,110.4144147,07:00:00,20:00:00,Morning
Whiz Hotel Pemuda Semarang,Hotel,Semarang,912092,4.2,Lodging,No,-,"Monday, Tuesday","Wednesday, Thursday, Friday","Saturday, Sunday","Sunny, Cloudy, Rainy",0,None,-6.977969,110.415117,09:00:00,17:00:00,Morning
ibis Semarang Simpang Lima,Hotel,Semarang,906018,4.2,Lodging,No,-,"Monday, Tuesday","Wednesday, Thursday, Friday","Saturday, Sunday","Sunny, Cloudy, Rainy",0,None,-6.9867697,110.4228303,08:00:00,20:00:00,Morning
Metro Park View Hotel,Hotel,Semarang,830877,4.5,Lodging,No,-,"Monday, Tuesday","Wednesday, Thursday, Friday","Saturday, Sunday","Sunny, Cloudy, Rainy",0,None,-6.971200199999999,110.4232794,10:00:00,20:00:00,Morning
Hotel Olympic,Hotel,Semarang,778650,4.1,Lodging,No,-,"Monday, Tuesday","Wednesday, Thursday, Friday","Saturday, Sunday","Sunny, Cloudy, Rainy",0,None,-6.9748914,110.4136394,08:00:00,19:00:00,Morning
Gumaya Tower Hotel,Hotel,Semarang,1294489,4.7,Lodging,No,-,"Monday, Tuesday","Wednesday, Thursday, Friday","Saturday, Sunday","Sunny, Cloudy, Rainy",0,None,-6.9777345,110.4204956,07:00:00,19:00:00,Morning
Pandanaran Hotel Simpang Lima,Hotel,Semarang,553056,4.4,Lodging,No,-,"Monday, Tuesday","Wednesday, Thursday, Friday","Saturday, Sunday","Sunny, Cloudy, Rainy",0,None,-6.986611799999999,110.4155964,10:00:00,17:00:00,Morning
Amaris Hotel Pemuda - Semarang,Hotel,Semarang,804315,4.3,Lodging,No,-,"Monday, Tuesday","Wednesday, Thursday, Friday","Saturday, Sunday","Sunny, Cloudy, Rainy",0,None,-6.9806902,110.4135354,07:00:00,17:00:00,Morning
Hotel Dafam Semarang,Hotel,Semarang,533796,4.3,Lodging,No,-,"Monday, Tuesday","Wednesday, Thursday, Friday","Saturday, Sunday","Sunny, Cloudy, Rainy",0,None,-6.979702000000001,110.4119873,08:00:00,20:00:00,Morning
Hotel Ciputra Semarang managed by Swiss-Belhotel International,Hotel,Semarang,1295986,4.8,Lodging,No,-,"Monday, Tuesday","Wednesday, Thursday, Friday","Saturday, Sunday","Sunny, Cloudy, Rainy",0,None,-6.9891319,110.4235898,07:00:00,20:00:00,Morning
Hotel Santika Premiere Semarang,Hotel,Semarang,1420046,4.5,Lodging,No,-,"Monday, Tuesday","Wednesday, Thursday, Friday","Saturday, Sunday","Sunny, Cloudy, Rainy",0,None,-6.9886287,110.4209317,08:00:00,18:00:00,Morning
Nozz Hotel,Hotel,Semarang,897600,3.9,Lodging,No,-,"Monday, Tuesday","Wednesday, Thursday, Friday","Saturday, Sunday","Sunny, Cloudy, Rainy",0,None,-6.9796057,110.3968964,08:00:00,17:00:00,Morning
Muria Hotel,Hotel,Semarang,516476,4.1,Lodging,No,-,"Monday, Tuesday","Wednesday, Thursday, Friday","Saturday, Sunday","Sunny, Cloudy, Rainy",0,None,-6.9780608,110.4350414,10:00:00,19:00:00,Morning
Hotel Quirin,Hotel,Semarang,709349,4.3,Lodging,No,-,"Monday, Tuesday","Wednesday, Thursday, Friday","Saturday, Sunday","Sunny, Cloudy, Rainy",0,None,-6.9754,110.4205,07:00:00,17:00:00,Morning
Hotel @HOM Semarang by Horison,Hotel,Semarang,1420021,4.4,Lodging,No,-,"Monday, Tuesday","Wednesday, Thursday, Friday","Saturday, Sunday","Sunny, Cloudy, Rainy",0,None,-6.988865999999999,110.4196048,10:00:00,19:00:00,Morning
Surya Boutique Hotel,Hotel,Semarang,1375458,4.3,Lodging,No,-,"Monday, Tuesday","Wednesday, Thursday, Friday","Saturday, Sunday","Sunny, Cloudy, Rainy",0,None,-6.9710335,110.42044,07:00:00,18:00:00,Morning
SPOT ON 2589 Marina Residence,Hotel,Semarang,707773,3.4,Lodging,No,-,"Monday, Tuesday","Wednesday, Thursday, Friday","Saturday, Sunday","Sunny, Cloudy, Rainy",0,None,-6.961748999999998,110.3936243,09:00:00,16:00:00,Morning
"Bobopod Kota Lama, Semarang",Hotel,Semarang,954856,4.8,Lodging,No,-,"Monday, Tuesday","Wednesday, Thursday, Friday","Saturday, Sunday","Sunny, Cloudy, Rainy",0,None,-6.968817199999999,110.4263863,08:00:00,19:00:00,Morning
Hotel Citradream Semarang,Hotel,Semarang,1305948,4.3,Lodging,No,-,"Monday, Tuesday","Wednesday, Thursday, Friday","Saturday, Sunday","Sunny, Cloudy, Rainy",0,None,-6.980705899999999,110.4101957,10:00:00,18:00:00,Morning
Quest Hotel Simpang Lima Semarang,Hotel,Semarang,1379355,4.4,Lodging,No,-,"Monday, Tuesday","Wednesday, Thursday, Friday","Saturday, Sunday","Sunny, Cloudy, Rainy",0,None,-6.97819,110.423082,08:00:00,19:00:00,Morning
Novotel Semarang,Hotel,Semarang,819021,4.5,Lodging,No,-,"Monday, Tuesday","Wednesday, Thursday, Friday","Saturday, Sunday","Sunny, Cloudy, Rainy",0,None,-6.978715800000001,110.4144147,10:00:00,17:00:00,Morning
ibis Semarang Simpang Lima,Hotel,Semarang,909582,4.2,Lodging,No,-,"Monday, Tuesday","Wednesday, Thursday, Friday","Saturday, Sunday","Sunny, Cloudy, Rainy",0,None,-6.9867697,110.4228303,07:00:00,20:00:00,Morning
Whiz Hotel Pemuda Semarang,Hotel,Semarang,1371052,4.2,Lodging,No,-,"Monday, Tuesday","Wednesday, Thursday, Friday","Saturday, Sunday","Sunny, Cloudy, Rainy",0,None,-6.977969,110.415117,08:00:00,17:00:00,Morning
Hotel NEO Candi Simpang Lima - Semarang,Hotel,Semarang,1377714,4.3,Lodging,No,-,"Monday, Tuesday","Wednesday, Thursday, Friday","Saturday, Sunday","Sunny, Cloudy, Rainy",0,None,-7.004878000000001,110.413186,10:00:00,16:00:00,Morning
Pandanaran Hotel Simpang Lima,Hotel,Semarang,580261,4.4,Lodging,No,-,"Monday, Tuesday","Wednesday, Thursday, Friday","Saturday, Sunday","Sunny, Cloudy, Rainy",0,None,-6.986611799999999,110.4155964,07:00:00,20:00:00,Morning
Hotel Ciputra Semarang managed by Swiss-Belhotel International,Hotel,Semarang,1297147,4.8,Lodging,No,-,"Monday, Tuesday","Wednesday, Thursday, Friday","Saturday, Sunday","Sunny, Cloudy, Rainy",0,None,-6.9891319,110.4235898,09:00:00,19:00:00,Morning
Gumaya Tower Hotel,Hotel,Semarang,666667,4.7,Lodging,No,-,"Monday, Tuesday","Wednesday, Thursday, Friday","Saturday, Sunday","Sunny, Cloudy, Rainy",0,None,-6.9777345,110.4204956,08:00:00,19:00:00,Morning
Metro Park View Hotel,Hotel,Semarang,1167009,4.5,Lodging,No,-,"Monday, Tuesday","Wednesday, Thursday, Friday","Saturday, Sunday","Sunny, Cloudy, Rainy",0,None,-6.971200199999999,110.4232794,10:00:00,17:00:00,Morning
Hotel Olympic,Hotel,Semarang,1379826,4.1,Lodging,No,-,"Monday, Tuesday","Wednesday, Thursday, Friday","Saturday, Sunday","Sunny, Cloudy, Rainy",0,None,-6.9748914,110.4136394,07:00:00,16:00:00,Morning
Hotel Santika Premiere Semarang,Hotel,Semarang,1300349,4.5,Lodging,No,-,"Monday, Tuesday","Wednesday, Thursday, Friday","Saturday, Sunday","Sunny, Cloudy, Rainy",0,None,-6.9886287,110.4209317,09:00:00,19:00:00,Morning
Amaris Hotel Pemuda - Semarang,Hotel,Semarang,875083,4.3,Lodging,No,-,"Monday, Tuesday","Wednesday, Thursday, Friday","Saturday, Sunday","Sunny, Cloudy, Rainy",0,None,-6.9806902,110.4135354,10:00:00,18:00:00,Morning
City One Hotel Semarang,Hotel,Semarang,823571,4.0,Lodging,No,-,"Monday, Tuesday","Wednesday, Thursday, Friday","Saturday, Sunday","Sunny, Cloudy, Rainy",0,None,-7.005507,110.4428989,09:00:00,20:00:00,Morning
Hotel Dafam Semarang,Hotel,Semarang,1363224,4.3,Lodging,No,-,"Monday, Tuesday","Wednesday, Thursday, Friday","Saturday, Sunday","Sunny, Cloudy, Rainy",0,None,-6.979702000000001,110.4119873,10:00:00,18:00:00,Morning
Hotel Grasia Syariah Semarang,Hotel,Semarang,986679,4.3,Lodging,No,-,"Monday, Tuesday","Wednesday, Thursday, Friday","Saturday, Sunday","Sunny, Cloudy, Rainy",0,None,-7.005110200000001,110.4097808,07:00:00,19:00:00,Morning
Hotel @HOM Semarang by Horison,Hotel,Semarang,1199041,4.4,Lodging,No,-,"Monday, Tuesday","Wednesday, Thursday, Friday","Saturday, Sunday","Sunny, Cloudy, Rainy",0,None,-6.988865999999999,110.4196048,09:00:00,16:00:00,Morning
Muria Hotel,Hotel,Semarang,984120,4.1,Lodging,No,-,"Monday, Tuesday","Wednesday, Thursday, Friday","Saturday, Sunday","Sunny, Cloudy, Rainy",0,None,-6.9780608,110.4350414,07:00:00,18:00:00,Morning
Nozz Hotel,Hotel,Semarang,1329870,3.9,Lodging,No,-,"Monday, Tuesday","Wednesday, Thursday, Friday","Saturday, Sunday","Sunny, Cloudy, Rainy",0,None,-6.9796057,110.3968964,07:00:00,19:00:00,Morning
Grand Saraswati Hotel,Hotel,Semarang,559558,3.9,Lodging,No,-,"Monday, Tuesday","Wednesday, Thursday, Friday","Saturday, Sunday","Sunny, Cloudy, Rainy",0,None,-7.000910299999998,110.4245605,07:00:00,16:00:00,Morning
Hotel Quirin,Hotel,Semarang,1158065,4.3,Lodging,No,-,"Monday, Tuesday","Wednesday, Thursday, Friday","Saturday, Sunday","Sunny, Cloudy, Rainy",0,None,-6.9754,110.4205,10:00:00,20:00:00,Morning
Quest Hotel Simpang Lima Semarang,Hotel,Semarang,1214158,4.4,Lodging,No,-,"Monday, Tuesday","Wednesday, Thursday, Friday","Saturday, Sunday","Sunny, Cloudy, Rainy",0,None,-6.97819,110.423082,07:00:00,20:00:00,Morning
Novotel Semarang,Hotel,Semarang,650251,4.5,Lodging,No,-,"Monday, Tuesday","Wednesday, Thursday, Friday","Saturday, Sunday","Sunny, Cloudy, Rainy",0,None,-6.978715800000001,110.4144147,08:00:00,16:00:00,Morning
ibis Semarang Simpang Lima,Hotel,Semarang,881333,4.2,Lodging,No,-,"Monday, Tuesday","Wednesday, Thursday, Friday","Saturday, Sunday","Sunny, Cloudy, Rainy",0,None,-6.9867697,110.4228303,10:00:00,16:00:00,Morning
Whiz Hotel Pemuda Semarang,Hotel,Semarang,1429333,4.2,Lodging,No,-,"Monday, Tuesday","Wednesday, Thursday, Friday","Saturday, Sunday","Sunny, Cloudy, Rainy",0,None,-6.977969,110.415117,07:00:00,17:00:00,Morning
Pandanaran Hotel Simpang Lima,Hotel,Semarang,1306524,4.4,Lodging,No,-,"Monday, Tuesday","Wednesday, Thursday, Friday","Saturday, Sunday","Sunny, Cloudy, Rainy",0,None,-6.986611799999999,110.4155964,10:00:00,18:00:00,Morning
Hotel NEO Candi Simpang Lima - Semarang,Hotel,Semarang,787611,4.3,Lodging,No,-,"Monday, Tuesday","Wednesday, Thursday, Friday","Saturday, Sunday","Sunny, Cloudy, Rainy",0,None,-7.004878000000001,110.413186,10:00:00,20:00:00,Morning
Hotel Ciputra Semarang managed by Swiss-Belhotel International,Hotel,Semarang,903711,4.8,Lodging,No,-,"Monday, Tuesday","Wednesday, Thursday, Friday","Saturday, Sunday","Sunny, Cloudy, Rainy",0,None,-6.9891319,110.4235898,08:00:00,19:00:00,Morning
Gumaya Tower Hotel,Hotel,Semarang,1418639,4.7,Lodging,No,-,"Monday, Tuesday","Wednesday, Thursday, Friday","Saturday, Sunday","Sunny, Cloudy, Rainy",0,None,-6.9777345,110.4204956,07:00:00,20:00:00,Morning
Metro Park View Hotel,Hotel,Semarang,587872,4.5,Lodging,No,-,"Monday, Tuesday","Wednesday, Thursday, Friday","Saturday, Sunday","Sunny, Cloudy, Rainy",0,None,-6.971200199999999,110.4232794,10:00:00,17:00:00,Morning
Hotel Olympic,Hotel,Semarang,1302345,4.1,Lodging,No,-,"Monday, Tuesday","Wednesday, Thursday, Friday","Saturday, Sunday","Sunny, Cloudy, Rainy",0,None,-6.9748914,110.4136394,10:00:00,20:00:00,Morning
Hotel Santika Premiere Semarang,Hotel,Semarang,1163289,4.5,Lodging,No,-,"Monday, Tuesday","Wednesday, Thursday, Friday","Saturday, Sunday","Sunny, Cloudy, Rainy",0,None,-6.9886287,110.4209317,08:00:00,20:00:00,Morning
Amaris Hotel Pemuda - Semarang,Hotel,Semarang,878921,4.3,Lodging,No,-,"Monday, Tuesday","Wednesday, Thursday, Friday","Saturday, Sunday","Sunny, Cloudy, Rainy",0,None,-6.9806902,110.4135354,07:00:00,16:00:00,Morning
City One Hotel Semarang,Hotel,Semarang,752317,4.0,Lodging,No,-,"Monday, Tuesday","Wednesday, Thursday, Friday","Saturday, Sunday","Sunny, Cloudy, Rainy",0,None,-7.005507,110.4428989,07:00:00,19:00:00,Morning
Hotel Dafam Semarang,Hotel,Semarang,833546,4.3,Lodging,No,-,"Monday, Tuesday","Wednesday, Thursday, Friday","Saturday, Sunday","Sunny, Cloudy, Rainy",0,None,-6.979702000000001,110.4119873,10:00:00,18:00:00,Morning
Hotel @HOM Semarang by Horison,Hotel,Semarang,1092519,4.4,Lodging,No,-,"Monday, Tuesday","Wednesday, Thursday, Friday","Saturday, Sunday","Sunny, Cloudy, Rainy",0,None,-6.988865999999999,110.4196048,10:00:00,20:00:00,Morning
Hotel Grasia Syariah Semarang,Hotel,Semarang,1170492,4.3,Lodging,No,-,"Monday, Tuesday","Wednesday, Thursday, Friday","Saturday, Sunday","Sunny, Cloudy, Rainy",0,None,-7.005110200000001,110.4097808,10:00:00,17:00:00,Morning
Muria Hotel,Hotel,Semarang,634851,4.1,Lodging,No,-,"Monday, Tuesday","Wednesday, Thursday, Friday","Saturday, Sunday","Sunny, Cloudy, Rainy",0,None,-6.9780608,110.4350414,09:00:00,18:00:00,Morning
Nozz Hotel,Hotel,Semarang,1298512,3.9,Lodging,No,-,"Monday, Tuesday","Wednesday, Thursday, Friday","Saturday, Sunday","Sunny, Cloudy, Rainy",0,None,-6.9796057,110.3968964,09:00:00,20:00:00,Morning
Grand Saraswati Hotel,Hotel,Semarang,1393011,3.9,Lodging,No,-,"Monday, Tuesday","Wednesday, Thursday, Friday","Saturday, Sunday","Sunny, Cloudy, Rainy",0,None,-7.000910299999998,110.4245605,07:00:00,16:00:00,Morning
Hotel Quirin,Hotel,Semarang,1464284,4.3,Lodging,No,-,"Monday, Tuesday","Wednesday, Thursday, Friday","Saturday, Sunday","Sunny, Cloudy, Rainy",0,None,-6.9754,110.4205,08:00:00,18:00:00,Morning
Quest Hotel Simpang Lima Semarang,Hotel,Semarang,798808,4.4,Lodging,No,-,"Monday, Tuesday","Wednesday, Thursday, Friday","Saturday, Sunday","Sunny, Cloudy, Rainy",0,None,-6.97819,110.423082,08:00:00,16:00:00,Morning
Novotel Semarang,Hotel,Semarang,597463,4.5,Lodging,No,-,"Monday, Tuesday","Wednesday, Thursday, Friday","Saturday, Sunday","Sunny, Cloudy, Rainy",0,None,-6.978715800000001,110.4144147,09:00:00,18:00:00,Morning
ibis Semarang Simpang Lima,Hotel,Semarang,877170,4.2,Lodging,No,-,"Monday, Tuesday","Wednesday, Thursday, Friday","Saturday, Sunday","Sunny, Cloudy, Rainy",0,None,-6.9867697,110.4228303,09:00:00,19:00:00,Morning
Whiz Hotel Pemuda Semarang,Hotel,Semarang,952771,4.2,Lodging,No,-,"Monday, Tuesday","Wednesday, Thursday, Friday","Saturday, Sunday","Sunny, Cloudy, Rainy",0,None,-6.977969,110.415117,09:00:00,16:00:00,Morning
Pandanaran Hotel Simpang Lima,Hotel,Semarang,1466574,4.4,Lodging,No,-,"Monday, Tuesday","Wednesday, Thursday, Friday","Saturday, Sunday","Sunny, Cloudy, Rainy",0,None,-6.986611799999999,110.4155964,10:00:00,19:00:00,Morning
Hotel NEO Candi Simpang Lima - Semarang,Hotel,Semarang,1267832,4.3,Lodging,No,-,"Monday, Tuesday","Wednesday, Thursday, Friday","Saturday, Sunday","Sunny, Cloudy, Rainy",0,None,-7.004878000000001,110.413186,09:00:00,20:00:00,Morning
Hotel Ciputra Semarang managed by Swiss-Belhotel International,Hotel,Semarang,624389,4.8,Lodging,No,-,"Monday, Tuesday","Wednesday, Thursday, Friday","Saturday, Sunday","Sunny, Cloudy, Rainy",0,None,-6.9891319,110.4235898,10:00:00,18:00:00,Morning
Gumaya Tower Hotel,Hotel,Semarang,1269342,4.7,Lodging,No,-,"Monday, Tuesday","Wednesday, Thursday, Friday","Saturday, Sunday","Sunny, Cloudy, Rainy",0,None,-6.9777345,110.4204956,10:00:00,18:00:00,Morning
Metro Park View Hotel,Hotel,Semarang,1411024,4.5,Lodging,No,-,"Monday, Tuesday","Wednesday, Thursday, Friday","Saturday, Sunday","Sunny, Cloudy, Rainy",0,None,-6.971200199999999,110.4232794,10:00:00,17:00:00,Morning
Hotel Olympic,Hotel,Semarang,1349075,4.1,Lodging,No,-,"Monday, Tuesday","Wednesday, Thursday, Friday","Saturday, Sunday","Sunny, Cloudy, Rainy",0,None,-6.9748914,110.4136394,08:00:00,19:00:00,Morning
Hotel Santika Premiere Semarang,Hotel,Semarang,765313,4.5,Lodging,No,-,"Monday, Tuesday","Wednesday, Thursday, Friday","Saturday, Sunday","Sunny, Cloudy, Rainy",0,None,-6.9886287,110.4209317,08:00:00,17:00:00,Morning
